Partner ID,Field Partner Name,sector,Loan Theme ID,Loan Theme Type,country,forkiva,region,geocode_old,ISO,number,amount,LocationName,geocode,names,geo,lat,lon,mpi_region,mpi_geo,rural_pct
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Kampong Chhnang Province,"(12.0, 104.5)",KHM,890,323950,"Kampong Chhnang Province, Cambodia","[(12.1392352, 104.5655273)]",Kampong Chhnang Province; Cambodia,"(12.1392352, 104.5655273)",12.1392352,104.5655273,"Kampong Chhnang, Cambodia","(12.1392352, 104.5655273)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000002X1Uu,Sanitation,Cambodia,No,Kampong Chhnang Province,"(12.0, 104.5)",KHM,1,1000,"Kampong Chhnang Province, Cambodia","[(12.1392352, 104.5655273)]",Kampong Chhnang Province; Cambodia,"(12.1392352, 104.5655273)",12.1392352,104.5655273,"Kampong Chhnang, Cambodia","(12.1392352, 104.5655273)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000002X1Uu,Sanitation,Cambodia,No,Kampong Speu Province,,KHM,1,1000,"Kampong Speu Province, Cambodia","[(11.6155109, 104.3791912)]",Kampong Speu Province; Cambodia,"(11.6155109, 104.3791912)",11.6155109,104.3791912,"Phnom Penh, Cambodia","(11.5448729, 104.8921668)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Kampong Speu Province,,KHM,10,15625,"Kampong Speu Province, Cambodia","[(11.6155109, 104.3791912)]",Kampong Speu Province; Cambodia,"(11.6155109, 104.3791912)",11.6155109,104.3791912,"Phnom Penh, Cambodia","(11.5448729, 104.8921668)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000weyk,General,Cambodia,No,Kampong Speu Province,,KHM,19,20925,"Kampong Speu Province, Cambodia","[(11.6155109, 104.3791912)]",Kampong Speu Province; Cambodia,"(11.6155109, 104.3791912)",11.6155109,104.3791912,"Phnom Penh, Cambodia","(11.5448729, 104.8921668)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Kampot Province,,KHM,11,18650,"Kampot Province, Cambodia","[(10.7412089, 104.1930918)]",Kampot Province; Cambodia,"(10.7412089, 104.1930918)",10.7412089,104.1930918,"Kampot & Kep, Cambodia","(10.4790637, 104.2941991)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000weyk,General,Cambodia,No,Kandal Province,"(11.5, 104.8333333)",KHM,13,17025,"Kandal Province, Cambodia","[(11.2237383, 105.1258955)]",Kandal; Cambodia,"(11.2237383, 105.1258955)",11.2237383,105.1258955,"Kandal, Cambodia","(11.2237383, 105.1258955)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Kandal Province,"(11.5, 104.8333333)",KHM,156,68075,"Kandal Province, Cambodia","[(11.2237383, 105.1258955)]",Kandal; Cambodia,"(11.2237383, 105.1258955)",11.2237383,105.1258955,"Kandal, Cambodia","(11.2237383, 105.1258955)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Kandal Province,"(11.5, 104.8333333)",KHM,31,63250,"Kandal Province, Cambodia","[(11.2237383, 105.1258955)]",Kandal; Cambodia,"(11.2237383, 105.1258955)",11.2237383,105.1258955,"Kandal, Cambodia","(11.2237383, 105.1258955)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Kratie Province,,KHM,7,15650,"Kratie Province, Cambodia","[(12.8606299, 105.9699878)]",KratiÍ© Province; Cambodia,"(12.8606299, 105.9699878)",12.8606299,105.9699878,"Kratie, Cambodia","(12.4896877, 106.0287512)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Kratie Province,,KHM,704,303275,"Kratie Province, Cambodia","[(12.8606299, 105.9699878)]",KratiÍ© Province; Cambodia,"(12.8606299, 105.9699878)",12.8606299,105.9699878,"Kratie, Cambodia","(12.4896877, 106.0287512)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Phnom Penh,"(11.55, 104.9166667)",KHM,55,39275,"Phnom Penh, Cambodia","[(11.5448729, 104.8921668)]",Phnom Penh; Phnom Penh; Cambodia,"(11.5448729, 104.8921668)",11.5448729,104.8921668,"Phnom Penh, Cambodia","(11.5448729, 104.8921668)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000weyk,General,Cambodia,No,Prey Veng Province,"(11.5, 105.5)",KHM,1,200,"Prey Veng Province, Cambodia","[(11.3802442, 105.5005483)]",Prey Veng Province; Cambodia,"(11.3802442, 105.5005483)",11.3802442,105.5005483,"Prey Veng, Cambodia","(11.3802442, 105.5005483)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Prey Veng Province,"(11.5, 105.5)",KHM,1262,542350,"Prey Veng Province, Cambodia","[(11.3802442, 105.5005483)]",Prey Veng Province; Cambodia,"(11.3802442, 105.5005483)",11.3802442,105.5005483,"Prey Veng, Cambodia","(11.3802442, 105.5005483)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000007VvXr,Solar Home Systems,Cambodia,No,Prey Veng Province,"(11.5, 105.5)",KHM,8,4500,"Prey Veng Province, Cambodia","[(11.3802442, 105.5005483)]",Prey Veng Province; Cambodia,"(11.3802442, 105.5005483)",11.3802442,105.5005483,"Prey Veng, Cambodia","(11.3802442, 105.5005483)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Prey Veng Province,"(11.5, 105.5)",KHM,52,109050,"Prey Veng Province, Cambodia","[(11.3802442, 105.5005483)]",Prey Veng Province; Cambodia,"(11.3802442, 105.5005483)",11.3802442,105.5005483,"Prey Veng, Cambodia","(11.3802442, 105.5005483)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000007VvXr,Solar Home Systems,Cambodia,No,Pursat Province,,KHM,1,450,"Pursat Province, Cambodia","[(12.3663211, 103.6362715)]",Pursat Province; Cambodia,"(12.3663211, 103.6362715)",12.3663211,103.6362715,"Pursat, Cambodia","(12.3663211, 103.6362715)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000weyk,General,Cambodia,No,Pursat Province,,KHM,1,1500,"Pursat Province, Cambodia","[(12.3663211, 103.6362715)]",Pursat Province; Cambodia,"(12.3663211, 103.6362715)",12.3663211,103.6362715,"Pursat, Cambodia","(12.3663211, 103.6362715)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Pursat Province,,KHM,9,8600,"Pursat Province, Cambodia","[(12.3663211, 103.6362715)]",Pursat Province; Cambodia,"(12.3663211, 103.6362715)",12.3663211,103.6362715,"Pursat, Cambodia","(12.3663211, 103.6362715)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Pursat Province,,KHM,5,1850,"Pursat Province, Cambodia","[(12.3663211, 103.6362715)]",Pursat Province; Cambodia,"(12.3663211, 103.6362715)",12.3663211,103.6362715,"Pursat, Cambodia","(12.3663211, 103.6362715)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000weyk,General,Cambodia,No,Siem Reap Province,,KHM,8,8700,"Siem Reap Province, Cambodia","[(13.6915377, 104.1001326)]",Siem Reap Province; Cambodia,"(13.6915377, 104.1001326)",13.6915377,104.1001326,"Siem Reap, Cambodia","(13.3670968, 103.8448134)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Siem Reap Province,,KHM,1,500,"Siem Reap Province, Cambodia","[(13.6915377, 104.1001326)]",Siem Reap Province; Cambodia,"(13.6915377, 104.1001326)",13.6915377,104.1001326,"Siem Reap, Cambodia","(13.3670968, 103.8448134)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000007VvXr,Solar Home Systems,Cambodia,No,Siem Reap Province,,KHM,7,2775,"Siem Reap Province, Cambodia","[(13.6915377, 104.1001326)]",Siem Reap Province; Cambodia,"(13.6915377, 104.1001326)",13.6915377,104.1001326,"Siem Reap, Cambodia","(13.3670968, 103.8448134)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Siem Reap Province,,KHM,29,22575,"Siem Reap Province, Cambodia","[(13.6915377, 104.1001326)]",Siem Reap Province; Cambodia,"(13.6915377, 104.1001326)",13.6915377,104.1001326,"Siem Reap, Cambodia","(13.3670968, 103.8448134)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000002X1Uu,Sanitation,Cambodia,No,Siem Reap Province,,KHM,1,500,"Siem Reap Province, Cambodia","[(13.6915377, 104.1001326)]",Siem Reap Province; Cambodia,"(13.6915377, 104.1001326)",13.6915377,104.1001326,"Siem Reap, Cambodia","(13.3670968, 103.8448134)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Soung Province,,KHM,1,4325,"Soung Province, Cambodia",,,"(1000.0, 1000.0)",,,KHM,,90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000006TkWH,Underserved,Cambodia,No,Steung Traeng Province,,KHM,77,49200,"Steung Traeng Province, Cambodia","[(13.576473, 105.9699878)]",Steung Treng Province; Cambodia,"(13.576473, 105.9699878)",13.576473,105.9699878,"Kratie, Cambodia","(12.4896877, 106.0287512)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Steung Traeng Province,,KHM,32,14425,"Steung Traeng Province, Cambodia","[(13.576473, 105.9699878)]",Steung Treng Province; Cambodia,"(13.576473, 105.9699878)",13.576473,105.9699878,"Kratie, Cambodia","(12.4896877, 106.0287512)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000weyk,General,Cambodia,No,Steung Traeng Province,,KHM,4,4850,"Steung Traeng Province, Cambodia","[(13.576473, 105.9699878)]",Steung Treng Province; Cambodia,"(13.576473, 105.9699878)",13.576473,105.9699878,"Kratie, Cambodia","(12.4896877, 106.0287512)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Steung Traeng Province,,KHM,9,13425,"Steung Traeng Province, Cambodia","[(13.576473, 105.9699878)]",Steung Treng Province; Cambodia,"(13.576473, 105.9699878)",13.576473,105.9699878,"Kratie, Cambodia","(12.4896877, 106.0287512)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000002X1Uu,Sanitation,Cambodia,No,Svay Reang Province,,KHM,7,3250,"Svay Reang Province, Cambodia","[(11.142722, 105.8290298)]",Svay Rieng Province; Cambodia,"(11.142722, 105.8290298)",11.142722,105.8290298,"Svay Rieng, Cambodia","(11.142722, 105.8290298)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000007VvXr,Solar Home Systems,Cambodia,No,Svay Reang Province,,KHM,15,7100,"Svay Reang Province, Cambodia","[(11.142722, 105.8290298)]",Svay Rieng Province; Cambodia,"(11.142722, 105.8290298)",11.142722,105.8290298,"Svay Rieng, Cambodia","(11.142722, 105.8290298)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Svay Reang Province,,KHM,2,3000,"Svay Reang Province, Cambodia","[(11.142722, 105.8290298)]",Svay Rieng Province; Cambodia,"(11.142722, 105.8290298)",11.142722,105.8290298,"Svay Rieng, Cambodia","(11.142722, 105.8290298)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Svay Reang Province,,KHM,571,236425,"Svay Reang Province, Cambodia","[(11.142722, 105.8290298)]",Svay Rieng Province; Cambodia,"(11.142722, 105.8290298)",11.142722,105.8290298,"Svay Rieng, Cambodia","(11.142722, 105.8290298)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000007VvXr,Solar Home Systems,Cambodia,No,Takeo province,,KHM,1,750,"Takeo province, Cambodia","[(10.9321519, 104.798771)]",TakÍ©o Province; Cambodia,"(10.9321519, 104.798771)",10.9321519,104.798771,"Takeo, Cambodia","(10.9321519, 104.798771)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Takeo province,,KHM,1698,687600,"Takeo province, Cambodia","[(10.9321519, 104.798771)]",TakÍ©o Province; Cambodia,"(10.9321519, 104.798771)",10.9321519,104.798771,"Takeo, Cambodia","(10.9321519, 104.798771)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000weyk,General,Cambodia,No,Takeo province,,KHM,222,221000,"Takeo province, Cambodia","[(10.9321519, 104.798771)]",TakÍ©o Province; Cambodia,"(10.9321519, 104.798771)",10.9321519,104.798771,"Takeo, Cambodia","(10.9321519, 104.798771)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Takeo province,,KHM,24,34875,"Takeo province, Cambodia","[(10.9321519, 104.798771)]",TakÍ©o Province; Cambodia,"(10.9321519, 104.798771)",10.9321519,104.798771,"Takeo, Cambodia","(10.9321519, 104.798771)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000006TkWH,Underserved,Cambodia,No,Takeo province,,KHM,4,2000,"Takeo province, Cambodia","[(10.9321519, 104.798771)]",TakÍ©o Province; Cambodia,"(10.9321519, 104.798771)",10.9321519,104.798771,"Takeo, Cambodia","(10.9321519, 104.798771)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a10500000068jPe,Vulnerable Populations,Cambodia,No,Tbong Khmum Province,,KHM,959,399025,"Tbong Khmum Province, Cambodia","[(11.8891023, 105.876004)]",Tbong Khmum Province; Cambodia,"(11.8891023, 105.876004)",11.8891023,105.876004,"Kampong Cham, Cambodia","(11.9924294, 105.4645408)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000002X1Uu,Sanitation,Cambodia,No,Tbong Khmum Province,,KHM,5,350,"Tbong Khmum Province, Cambodia","[(11.8891023, 105.876004)]",Tbong Khmum Province; Cambodia,"(11.8891023, 105.876004)",11.8891023,105.876004,"Kampong Cham, Cambodia","(11.9924294, 105.4645408)",90
9,KREDIT Microfinance Institution,General Financial Inclusion,a1050000000slfi,Higher Education,Cambodia,No,Tbong Khmum Province,,KHM,22,43675,"Tbong Khmum Province, Cambodia","[(11.8891023, 105.876004)]",Tbong Khmum Province; Cambodia,"(11.8891023, 105.876004)",11.8891023,105.876004,"Kampong Cham, Cambodia","(11.9924294, 105.4645408)",90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Aai o FIti,,WSM,8,6550,"Aai o FIti, Samoa","[(-13.8451693, -171.7793857)]",Aai o Fiti; Apia; Upolu; Samoa,"(-13.8451693, -171.7793857)",-13.8451693,-171.7793857,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Aele-Fou,,WSM,26,21800,"Aele-Fou, Samoa",,,"(1000.0, 1000.0)",,,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002Y8pD,Seasonal Worker,Samoa,No,Aele-Fou,,WSM,1,600,"Aele-Fou, Samoa",,,"(1000.0, 1000.0)",,,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002VUUG,SME,Samoa,No,Afega,"(-13.8, -171.8166667)",WSM,2,9475,"Afega, Samoa","[(-13.7987574, -171.8531711)]",Afega; Upolu; Samoa,"(-13.7987574, -171.8531711)",-13.7987574,-171.8531711,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Afega,"(-13.8, -171.8166667)",WSM,22,17375,"Afega, Samoa","[(-13.7987574, -171.8531711)]",Afega; Upolu; Samoa,"(-13.7987574, -171.8531711)",-13.7987574,-171.8531711,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Afiamalu,,WSM,5,4000,"Afiamalu, Samoa","[(-13.916667, -171.716667)]",Afiamalu; Tuamasaga; Samoa,"(-13.916667, -171.716667)",-13.916667,-171.716667,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000003yhdw,Higher Education,Samoa,No,Afiamalu,,WSM,1,375,"Afiamalu, Samoa","[(-13.916667, -171.716667)]",Afiamalu; Tuamasaga; Samoa,"(-13.916667, -171.716667)",-13.916667,-171.716667,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Alafua,,WSM,21,15650,"Alafua, Samoa","[(-13.8651521, -171.7964722)]",Alafua; Apia; Tuamasaga; Samoa,"(-13.8651521, -171.7964722)",-13.8651521,-171.7964722,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000003yhdw,Higher Education,Samoa,No,Alafua,,WSM,2,800,"Alafua, Samoa","[(-13.8651521, -171.7964722)]",Alafua; Apia; Tuamasaga; Samoa,"(-13.8651521, -171.7964722)",-13.8651521,-171.7964722,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002VUUG,SME,Samoa,No,Alafua,,WSM,3,14675,"Alafua, Samoa","[(-13.8651521, -171.7964722)]",Alafua; Apia; Tuamasaga; Samoa,"(-13.8651521, -171.7964722)",-13.8651521,-171.7964722,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Alamagoto,,WSM,2,975,"Alamagoto, Samoa","[(-13.847165, -171.7746007)]",Alamagoto; Apia; Upolu; Samoa,"(-13.847165, -171.7746007)",-13.847165,-171.7746007,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Alamutu E,,WSM,2,2250,"Alamutu E, Samoa",,,"(1000.0, 1000.0)",,,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Alamutu,,WSM,22,13525,"Alamutu, Samoa",,,"(1000.0, 1000.0)",,,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Alaoa,,WSM,7,4125,"Alaoa, Samoa","[(-13.8672365, -171.7583549)]",Alaoa Road; Apia; Tuamasaga; Samoa,"(-13.8672365, -171.7583549)",-13.8672365,-171.7583549,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Aleisa,,WSM,12,8000,"Aleisa, Samoa","[(-13.857986, -171.83778)]",Camp Samoa Community; Apia; Samoa,"(-13.857986, -171.83778)",-13.857986,-171.83778,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002VUUG,SME,Samoa,No,Aleisa,,WSM,1,6825,"Aleisa, Samoa","[(-13.857986, -171.83778)]",Camp Samoa Community; Apia; Samoa,"(-13.857986, -171.83778)",-13.857986,-171.83778,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Amaile Fou,,WSM,11,7325,"Amaile Fou, Samoa",,,"(1000.0, 1000.0)",,,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,"Aopo, Savaii",,WSM,36,25825,"Aopo, Savaii, Samoa","[(-13.53961, -172.5206131)]",A'opo; Savai'i; Samoa,"(-13.53961, -172.5206131)",-13.53961,-172.5206131,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Apia,"(-13.8333333, -171.7333333)",WSM,3,3000,"Apia, Samoa","[(-13.8506958, -171.7513551)]",Apia; Upolu; Samoa,"(-13.8506958, -171.7513551)",-13.8506958,-171.7513551,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002VUUG,SME,Samoa,No,Apolima,"(-13.8166667, -172.1166667)",WSM,4,11900,"Apolima, Samoa","[(-13.824993, -172.150965)]",Apolima; Samoa,"(-13.824993, -172.150965)",-13.824993,-172.150965,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000003yhdw,Higher Education,Samoa,No,Apolima,"(-13.8166667, -172.1166667)",WSM,1,400,"Apolima, Samoa","[(-13.824993, -172.150965)]",Apolima; Samoa,"(-13.824993, -172.150965)",-13.824993,-172.150965,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Apolima,"(-13.8166667, -172.1166667)",WSM,7,4425,"Apolima, Samoa","[(-13.824993, -172.150965)]",Apolima; Samoa,"(-13.824993, -172.150965)",-13.824993,-172.150965,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002VUUG,SME,Samoa,No,"Asaga, Savaii",,WSM,1,2300,"Asaga, Savaii, Samoa","[(-13.6003635, -172.2060268)]",Asaga; Savai'i; Samoa,"(-13.6003635, -172.2060268)",-13.6003635,-172.2060268,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,"Asaga, Savaii",,WSM,11,7150,"Asaga, Savaii, Samoa","[(-13.6003635, -172.2060268)]",Asaga; Savai'i; Samoa,"(-13.6003635, -172.2060268)",-13.6003635,-172.2060268,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002VUUG,SME,Samoa,No,Asau,"(-13.45, -172.6166667)",WSM,5,9825,"Asau, Samoa","[(-13.5191366, -172.6294361)]",Asau; Savai'i; Samoa,"(-13.5191366, -172.6294361)",-13.5191366,-172.6294361,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Asau,"(-13.45, -172.6166667)",WSM,29,20050,"Asau, Samoa","[(-13.5191366, -172.6294361)]",Asau; Savai'i; Samoa,"(-13.5191366, -172.6294361)",-13.5191366,-172.6294361,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Auala,"(-13.4666667, -172.6)",WSM,19,15150,"Auala, Samoa","[(-13.516279, -172.6544207)]",Auala; Savai'i; Samoa,"(-13.516279, -172.6544207)",-13.516279,-172.6544207,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002VUUG,SME,Samoa,No,Auala,"(-13.4666667, -172.6)",WSM,3,8425,"Auala, Samoa","[(-13.516279, -172.6544207)]",Auala; Savai'i; Samoa,"(-13.516279, -172.6544207)",-13.516279,-172.6544207,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002YAcr,Underserved,Samoa,No,Aufaga,"(-14.0166667, -171.4666667)",WSM,7,4200,"Aufaga, Samoa","[(-14.0409391, -171.5222699)]",Aufaga; Atua; Samoa,"(-14.0409391, -171.5222699)",-14.0409391,-171.5222699,WSM,,90
15,South Pacific Business Development (SPBD) - Samoa,General Financial Inclusion,a1050000002VUUG,SME,Samoa,No,Aufaga,"(-14.0166667, -171.4666667)",WSM,1,3150,"Aufaga, Samoa","[(-14.0409391, -171.5222699)]",Aufaga; Atua; Samoa,"(-14.0409391, -171.5222699)",-14.0409391,-171.5222699,WSM,,90
